865	1	254
879	0	241
901	0	219
918	0	202
930	0	190
950	0	170
970	1	149
980	0	140
991	0	129
1004	0	116
1011	0	109
1013	4	103
940	50	130
789	154	177
636	259	225
628	220	272
627	173	320
639	116	365
665	57	398
687	19	414
701	10	409
712	0	408
726	0	394
748	0	372
764	0	356
781	0	339
792	0	328
807	0	313
825	0	295
843	0	277
867	0	253
856	10	254
874	1	245
893	0	227
910	1	209
930	0	190
906	25	189
818	76	226
690	158	272
658	158	304
666	122	332
646	109	365
658	66	396
693	15	412
724	2	394
746	0	374
764	0	356
782	0	338
799	0	321
813	0	307
827	0	293
840	0	280
857	0	263
868	0	252
879	1	240
889	3	228
900	5	215
904	10	206
890	17	213
846	44	230
729	107	284
686	106	328
681	82	357
664	68	388
703	22	395
740	0	380
768	0	352
791	1	328
809	0	311
825	2	293
847	0	273
863	0	257
885	0	235
895	0	225
912	0	208
922	0	198
941	0	179
954	0	166
947	5	168
963	0	157
974	0	146
990	0	130
984	7	129
989	2	129
975	15	130
862	85	173
688	213	219
629	226	265
629	180	311
637	129	354
636	90	394
659	27	434
704	0	416
712	0	408
732	0	388
751	0	369
768	0	352
780	0	340
791	0	329
806	0	314
827	0	293
843	0	277
864	0	256
885	0	235
903	0	217
918	0	202
932	0	188
944	0	176
944	3	173
953	0	167
956	7	157
902	41	177
794	111	215
656	206	258
645	187	288
628	157	335
637	109	374
649	59	412
675	20	425
714	0	406
734	0	386
753	0	367
755	8	357
754	8	358
781	0	339
800	0	320
812	0	308
820	0	300
845	1	274
859	0	261
844	19	257
822	27	271
793	35	292
760	40	320
735	38	347
732	21	367
754	2	364
785	0	335
810	0	310
837	0	283
865	0	255
887	0	233
907	0	213
919	2	199
910	15	195
898	20	202
861	41	218
800	60	260
697	127	296
646	133	341
653	81	386
678	25	417
712	0	408
728	1	391
745	0	375
770	0	350
781	3	336
810	0	310
833	0	287
855	0	265
875	1	244
896	0	224
908	0	212
925	0	195
941	0	179
954	0	166
949	6	165
910	31	179
814	98	208
667	191	262
637	180	303
646	132	342
662	84	374
681	38	401
722	2	396
749	0	371
773	0	347
791	3	326
816	0	304
816	9	295
836	0	284
829	10	281
793	30	297
793	20	307
755	35	330
741	32	347
770	2	348
789	1	330
813	0	307
832	0	288
852	0	268
867	0	253
879	0	241
896	0	224
917	0	203
935	0	185
953	0	167
972	0	148
986	0	134
1009	0	111
1013	4	103
1022	0	98
1031	0	89
1034	2	84
1049	0	71
1051	0	69
1056	0	64
1039	9	72
1032	12	76
933	77	110
714	244	162
622	283	215
629	230	261
626	184	310
628	135	357
639	73	408
670	23	427
687	6	427
705	2	413
727	0	393
746	0	374
763	0	357
777	6	337
795	0	325
808	0	312
825	0	295
845	0	275
862	0	258
872	3	245
862	16	242
833	34	253
742	83	295
706	78	336
688	61	371
697	28	395
733	4	383
769	0	351
799	0	321
818	1	301
856	0	264
886	0	234
898	0	222
896	7	217
848	37	235
753	94	273
690	106	324
646	107	367
653	58	409
678	16	426
707	1	412
734	0	386
751	0	369
769	0	351
781	0	339
802	0	318
821	0	299
845	0	275
874	0	246
888	0	232
910	3	207
908	8	204
923	2	195
945	0	175
929	11	180
920	8	192
944	0	176
953	0	167
967	0	153
974	0	146
993	0	127
1010	0	110
1023	0	97
1036	0	84
1049	0	71
1053	2	65
1060	0	60
1058	2	60
1051	4	65
1047	4	69
984	44	92
763	206	151
620	292	208
622	237	261
622	184	314
630	131	359
654	71	395
672	14	434
694	2	424
710	0	410
724	1	395
744	0	376
762	0	358
778	0	342
797	0	323
818	0	302
831	0	289
850	0	270
864	0	256
884	0	236
896	0	224
915	0	205
922	0	198
937	0	183
951	0	169
969	0	151
986	2	132
1004	0	116
1028	0	92
1048	0	72
1054	1	65
1068	0	52
1080	0	40
1051	12	57
974	61	85
744	232	144
618	301	201
620	244	256
624	189	307
626	135	359
646	72	402
655	30	435
675	5	440
689	2	429
708	0	412
728	0	392
742	0	378
759	0	361
779	0	341
803	0	317
823	0	297
840	0	280
856	0	264
882	0	238
892	0	228
868	22	230
806	53	261
724	99	297
659	124	337
640	100	380
659	55	406
696	8	416
728	0	392
759	0	361
787	0	333
809	1	310
839	0	281
862	0	258
878	0	242
898	0	222
908	0	212
922	0	198
930	0	190
938	0	182
944	0	176
929	11	180
898	25	197
823	66	231
735	118	267
658	153	309
651	132	337
654	91	375
661	45	414
707	1	412
741	0	379
769	0	351
791	0	329
815	0	305
833	0	287
850	0	270
862	0	258
875	0	245
889	0	231
902	0	218
913	0	207
908	5	207
929	0	191
948	0	172
954	0	166
935	17	168
932	14	174
947	3	170
946	9	165
918	30	172
783	125	212
650	218	252
633	193	294
635	151	334
637	110	373
645	55	420
692	7	421
709	5	406
727	1	392
751	0	369
767	0	353
780	1	339
793	0	327
809	0	311
829	0	291
851	0	269
850	4	266
871	0	249
885	0	235
904	0	216
920	0	200
938	0	182
955	0	165
966	0	154
985	0	135
1010	0	110
1023	0	97
1034	0	86
1047	0	73
1041	14	65
909	108	103
646	317	157
625	288	207
626	238	256
621	189	310
628	135	357
637	83	400
655	25	440
687	0	433
698	0	422
716	0	404
729	0	391
746	0	374
767	0	353
783	0	337
797	0	323
813	0	307
831	0	289
851	0	269
870	0	250
886	0	234
902	0	218
912	3	205
909	9	202
913	5	202
877	36	207
730	142	248
670	172	278
632	167	321
634	124	362
650	68	402
673	28	419
716	2	402
738	0	382
752	3	365
755	6	359
787	0	333
806	0	314
816	0	304
828	0	292
840	0	280
861	0	259
878	0	242
892	0	228
911	0	209
904	7	209
919	0	201
934	0	186
937	1	182
955	0	165
960	5	155
903	49	168
798	122	200
656	219	245
635	200	285
643	160	317
631	127	362
635	79	406
662	25	433
696	2	422
717	0	403
729	0	391
749	0	371
764	0	356
779	0	341
791	0	329
814	0	306
797	15	308
811	3	306
832	0	288
851	1	268
867	0	253
884	0	236
896	0	224
917	0	203
899	16	205
819	76	225
734	118	268
658	154	308
638	134	348
657	87	376
666	48	406
699	9	412
730	0	390
753	1	366
778	0	342
798	1	321
818	0	302
842	0	278
854	0	266
869	0	251
887	0	233
907	0	213
897	9	214
887	16	217
872	18	230
897	1	222
914	0	206
929	0	191
945	0	175
938	6	176
958	6	156
941	14	165
886	45	189
789	100	231
668	181	271
635	174	311
631	130	359
649	77	394
680	23	417
697	1	422
709	4	407
729	0	391
753	0	367
765	1	354
792	1	327
813	0	307
830	0	290
839	0	281
858	0	262
874	0	246
870	3	247
890	0	230
905	0	215
916	0	204
929	0	191
946	0	174
968	0	152
985	1	134
991	0	129
997	1	122
1020	0	100
1031	0	89
1048	0	72
1066	0	54
1074	0	46
1082	0	38
1084	0	36
1089	0	31
1089	0	31
1090	1	29
1071	5	44
1077	0	43
1076	0	44
1062	8	50
968	64	88
715	259	146
621	299	200
617	245	258
625	187	308
622	137	361
637	80	403
666	17	437
694	0	426
702	0	418
720	1	399
736	2	382
755	0	365
773	0	347
787	0	333
814	0	306
827	0	293
839	0	281
857	0	263
864	5	251
850	16	254
853	13	254
891	0	229
881	14	225
833	47	240
735	105	280
650	149	321
657	108	355
660	70	390
687	27	406
712	10	398
745	0	375
766	0	354
785	0	335
802	1	317
820	0	300
822	5	293
836	0	284
851	0	269
868	0	252
883	0	237
898	0	222
910	0	210
924	0	196
909	13	198
920	1	199
944	0	176
958	0	162
976	0	144
978	1	141
988	0	132
976	13	131
920	41	159
804	118	198
642	240	238
636	206	278
632	167	321
633	123	364
635	75	410
664	22	434
694	1	425
715	0	405
735	0	385
745	0	375
765	0	355
781	0	339
793	0	327
810	0	310
823	0	297
836	0	284
851	0	269
871	0	249
884	1	235
904	0	216
921	0	199
941	0	179
951	2	167
967	0	153
989	0	131
1002	0	118
1019	1	100
1038	0	82
1030	5	85
1035	12	73
965	47	108
806	156	158
637	274	209
623	236	261
631	177	312
636	122	362
644	74	402
676	24	420
710	0	410
722	0	398
735	0	385
747	0	373
760	1	359
772	1	347
791	0	329
809	0	311
799	15	306
800	8	312
826	0	294
842	0	278
855	0	265
841	14	265
850	8	262
872	0	248
893	0	227
890	11	219
888	10	222
891	11	218
910	0	210
932	0	188
953	0	167
975	0	145
994	0	126
1002	0	118
958	29	133
872	72	176
678	214	228
635	211	274
634	167	319
641	122	357
638	78	404
674	21	425
708	2	410
723	0	397
745	0	375
772	0	348
794	0	326
815	0	305
830	0	290
852	0	268
868	0	252
884	0	236
891	0	229
905	0	215
917	0	203
928	0	192
935	3	182
925	17	178
845	60	215
726	134	260
646	173	301
651	131	338
645	102	373
665	53	402
686	21	413
717	2	401
745	0	375
769	0	351
789	0	331
814	0	306
826	0	294
844	0	276
856	0	264
875	0	245
876	2	242
895	0	225
906	0	214
924	0	196
909	13	198
919	3	198
931	0	189
943	0	177
936	7	177
901	32	187
817	91	212
676	186	258
639	185	296
638	149	333
647	103	370
652	61	407
684	15	421
714	0	406
741	1	378
759	0	361
773	0	347
791	0	329
804	0	316
825	0	295
840	0	280
861	0	259
878	0	242
901	0	219
917	0	203
933	0	187
949	0	171
962	0	158
954	8	158
895	41	184
